Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
314,tt1308089,2018-10-05,2018-10-05,,"To aru majutsu no indekkusu","To aru majutsu no indekkusu",https://www.imdb.com/title/tt1308089/,Série de TV,6.8,23,2008,"Animação, Ação, Comédia, Drama, Família, Fantasia, Romance, Ficção científica",2416,2008-10-04,
315,tt5847454,2017-09-17,2017-09-17,,"Berserk","Beruseruku",https://www.imdb.com/title/tt5847454/,Série de TV,6.7,24,2016,"Animação, Ação, Aventura, Drama, Fantasia, Terror",8144,2016-07-01,
316,tt0139774,2017-06-30,2017-06-30,,"Dragon Ball GT","Dragon Ball GT: Doragon bôru jîtî",https://www.imdb.com/title/tt0139774/,Série de TV,6.8,24,1996,"Animação, Ação, Aventura, Comédia, Fantasia, Ficção científica, Suspense",30166,2002-12-02,
317,tt1929675,2018-04-11,2018-04-11,,"Infinite Stratos","Infinite Stratos",https://www.imdb.com/title/tt1929675/,Série de TV,6.5,24,2011,"Animação, Ação, Comédia, Romance, Ficção científica",2271,2011-01-07,
318,tt0328733,2017-06-30,2017-06-30,,"Beyblade","Bakuten shoot beyblade",https://www.imdb.com/title/tt0328733/,Série de TV,6.8,30,2001,"Animação, Ação, Família, Fantasia, Ficção científica, Esportes, Suspense",7266,2002-10-07,
319,tt0293731,2017-06-30,2017-06-30,,"Medabots","Medabots",https://www.imdb.com/title/tt0293731/,Série de TV,6.8,30,1999,"Animação, Ação, Aventura, Comédia, Família, Ficção científica",2573,2001-11-18,
320,tt0316975,2017-07-23,2017-07-23,,"Digimon 4","Dejimon furontiâ",https://www.imdb.com/title/tt0316975/,Série de TV,6.7,,2002,"Animação, Ação, Aventura, Família, Fantasia, Ficção científica, Suspense",3011,2002-04-07,
321,tt0493334,2017-06-30,2017-06-30,,"Yu-Gi-Oh! GX","Yu-Gi-Oh! GX",https://www.imdb.com/title/tt0493334/,Série de TV,6.8,30,2004,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",5532,2006-03-11,
322,tt6424454,2019-01-10,2019-01-10,,"Fate/Apocrypha","Fate/Apocrypha",https://www.imdb.com/title/tt6424454/,Série de TV,6.6,24,2017,"Animação, Ação, Drama, Fantasia",2865,2017-07-02,
323,tt0318895,2017-06-30,2017-06-30,,"Hamtaro","Tottoko Hamutaro",https://www.imdb.com/title/tt0318895/,Série de TV,6.4,30,2000,"Animação, Aventura, Comédia, Família, Fantasia",2718,2002-04-01,
324,tt1068993,2017-07-06,2017-07-06,,"Sukûru deizu","Sukûru deizu",https://www.imdb.com/title/tt1068993/,Minissérie de televisão,5.9,,2007,"Animação, Drama, Terror, Romance, Suspense",3161,2007-07-03,
325,tt0367413,2017-06-30,2017-06-30,,"Sonic X","Sonic X",https://www.imdb.com/title/tt0367413/,Série de TV,6.3,30,2003,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",6076,2003-04-06,
326,tt1114855,2017-06-30,2017-06-30,,"Bakugan: Guerreiros da Batalha","Bakugan Battle Brawlers",https://www.imdb.com/title/tt1114855/,Série de TV,5.8,22,2007,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",3727,2009-03-02,
327,tt8690728,2019-01-28,2019-01-28,,"Matador de Goblins","Goblin Slayer",https://www.imdb.com/title/tt8690728/,Série de TV,7.4,30,2018,"Animação, Ação, Aventura, Fantasia, Terror",11400,2018-10-07,
328,tt4958610,2019-01-31,2019-01-31,,"Rokka ~Bravos das Seis Flores~","Rokka no Yuusha",https://www.imdb.com/title/tt4958610/,Minissérie de televisão,6.8,24,2015,"Animação, Ação, Aventura, Fantasia, Mistério, Suspense",2338,2015-07-04,
329,tt5839732,2019-02-03,2019-02-03,,"Orange","Orange",https://www.imdb.com/title/tt5839732/,Minissérie de televisão,7.6,24,2016,"Animação, Drama, Romance, Ficção científica",5080,2016-07-02,
330,tt5595178,2019-02-21,2019-02-21,,"Brotherhood: Final Fantasy XV","Brotherhood: Final Fantasy XV",https://www.imdb.com/title/tt5595178/,Série de TV,7.0,15,2016,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",1675,2016-03-30,
331,tt4755410,2019-02-25,2019-02-25,,"Durarara!!x2","Durarara!!x2",https://www.imdb.com/title/tt4755410/,Série de TV,7.7,24,2015,"Animação, Comédia, Policial, Drama, Suspense",2212,2015-01-10,
332,tt5240222,2019-02-26,2019-02-26,,"God Eater","God Eater",https://www.imdb.com/title/tt5240222/,Série de TV,6.9,24,2015,"Animação, Ação, Ficção científica",2388,2015-07-12,
333,tt0440988,2019-03-04,2019-03-04,,"Desert Punk","Sunabôzu",https://www.imdb.com/title/tt0440988/,Série de TV,7.2,580,2004,"Animação, Ação, Comédia, Ficção científica",1512,2004-10-04,
334,tt1634209,2019-03-04,2019-03-04,,"Beijo x Mana","Kiss x sis",https://www.imdb.com/title/tt1634209/,Série de TV,6.0,24,2010,"Animação, Comédia, Drama, Romance",2597,2010-08-05,
335,tt1636694,2019-03-04,2019-03-04,,"Demon King Daimao","Ichiban ushiro no daimaou",https://www.imdb.com/title/tt1636694/,Série de TV,6.6,24,2010,"Animação, Ação, Comédia, Fantasia",2901,2010-04-03,
336,tt6357658,2019-04-12,2019-04-12,,"Baki","Baki",https://www.imdb.com/title/tt6357658/,Série de TV,6.8,45,2016,"Animação, Ação, Drama, Esportes",9793,2018-12-18,
337,tt9054364,2019-04-15,2019-04-15,,"That Time I Got Reincarnated as a Slime","Tensei Shitara Suraimu Datta Ken",https://www.imdb.com/title/tt9054364/,Série de TV,8.1,25,2018,"Animação, Ação, Aventura, Comédia, Fantasia",18159,2018-10-02,
338,tt1751305,2019-05-28,2019-05-28,,"Ore no imouto ga konna ni kawaii wake ga nai","Ore no imouto ga konna ni kawaii wake ga nai",https://www.imdb.com/title/tt1751305/,Série de TV,6.4,25,2010,"Animação, Comédia, Drama, Romance",1842,2010-10-03,
339,tt8699270,2019-06-19,2019-06-19,,"Ultraman","Ultraman",https://www.imdb.com/title/tt8699270/,Série de TV,6.8,25,2019,"Animação, Ação, Aventura, Drama, Fantasia, Ficção científica",2744,2019-04-01,
340,tt5987956,2019-06-21,2019-06-21,,"Ao no Exorcist: Kyoto Fujouou-hen","Ao no ekusoshisuto: Kyoto fujô ô-hen",https://www.imdb.com/title/tt5987956/,Série de TV,7.3,24,2017,"Animação, Ação, Drama, Fantasia, Terror",2995,2017-01-07,
341,tt0105559,2019-08-01,2019-08-01,,"Tenchi Muyô!","Tenchi Muyô!",https://www.imdb.com/title/tt0105559/,Série de TV,7.6,30,1992,"Animação, Aventura, Comédia, Fantasia, Romance, Ficção científica",2304,1992-09-25,
342,tt1329466,2019-08-01,2019-08-01,,"Sukippu bîto!","Sukippu bîto!",https://www.imdb.com/title/tt1329466/,Série de TV,7.8,24,2008,"Animação, Comédia, Drama, Romance",1740,2008-10-05,
343,tt2196757,2019-08-03,2019-08-03,,"Inuboku Secret Service","Inu x Boku SS",https://www.imdb.com/title/tt2196757/,Série de TV,7.0,24,2012,"Animação, Comédia, Romance",1868,2012-01-12,
344,tt8433216,2019-08-08,2019-08-08,,"Super Dragon Ball Heroes","Super Dragon Ball Heroes",https://www.imdb.com/title/tt8433216/,Série de TV,6.7,10,2018,"Animação, Ação, Aventura, Fantasia",3618,2018-07-01,
345,tt6908976,2019-08-14,2019-08-14,,"Saint Seiya: Os Cavaleiros do Zodíaco","Seinto Seiya: Knights of the Zodiac",https://www.imdb.com/title/tt6908976/,Série de TV,4.7,24,2019,"Animação, Ação, Aventura, Fantasia, Ficção científica",2302,2019-07-19,
346,tt4831392,2019-08-16,2019-08-16,,"MONSTER MUSUME: A Vida com Mulheres-Monstro","Monster Musume no Iru Nichijou",https://www.imdb.com/title/tt4831392/,Série de TV,6.6,23,2015,"Animação, Comédia, Fantasia, Romance",3651,2015-06-27,
347,tt5023666,2019-08-31,2019-08-31,,"Arslan Senki","Arslan Senki",https://www.imdb.com/title/tt5023666/,Série de TV,7.5,24,2015,"Animação, Ação, Aventura, Fantasia",2466,2015-04-05,
348,tt4663062,2019-08-31,2019-08-31,,"Dragon Ball Z: The Tree of Might","Dragon Ball Z: The Tree of Might",https://www.imdb.com/title/tt4663062/,Minissérie de televisão,7.4,,1997,"Animação, Ação, Aventura, Ficção científica",1629,1997-11-15,
349,tt0061300,2019-08-31,2019-08-31,,"Speed Racer","Mahha GoGoGo",https://www.imdb.com/title/tt0061300/,Série de TV,7.2,30,1967,"Animação, Ação, Aventura, Comédia, Família, Ficção científica, Esportes",3562,1967-04-02,
350,tt0100044,2019-08-31,2019-08-31,,"The Record of the Lodoss War","Rôdosu-tô senki",https://www.imdb.com/title/tt0100044/,Série de TV,7.5,25,1990,"Animação, Ação, Aventura, Fantasia, Romance",3038,1990-06-30,
351,tt0144069,2019-08-31,2019-08-31,,"Street Fighter II: Victory","Street Fighter II: V",https://www.imdb.com/title/tt0144069/,Série de TV,7.5,22,1995,"Animação, Ação, Aventura, Drama, Fantasia",2559,1995-04-10,
352,tt0294154,2019-08-31,2019-08-31,,"Noir","Noir",https://www.imdb.com/title/tt0294154/,Série de TV,7.2,,2001,"Animação, Ação, Policial, Drama, Mistério, Suspense",2095,2001-04-06,
353,tt0402716,2019-08-31,2019-08-31,,"Witch Hunter Robin","Witch Hunter Robin",https://www.imdb.com/title/tt0402716/,Série de TV,7.1,25,2002,"Animação, Ação, Aventura, Drama, Fantasia, Mistério",2268,2002-07-03,
354,tt0280240,2019-08-31,2019-08-31,,"The Big O","The Big O",https://www.imdb.com/title/tt0280240/,Série de TV,7.5,,1999,"Animação, Ação, Aventura, Mistério, Ficção científica",2455,1999-10-13,
355,tt0158591,2019-08-31,2019-08-31,,"Dominion","Dominion",https://www.imdb.com/title/tt0158591/,Minissérie de televisão,6.8,35,1988,"Animação, Ação, Comédia, Policial, Ficção científica, Suspense",1849,1988-05-27,
356,tt0400690,2019-08-31,2019-08-31,,"Juubee Ninpuuchou: Ryuuhougyoku-hen","Jûbê ninpûchô: Ryûhôgyoku-hen",https://www.imdb.com/title/tt0400690/,Série de TV,6.8,30,2003,"Animação, Ação, Aventura, Comédia, Fantasia, Terror",1942,2003-04-14,
357,tt0078560,2019-08-31,2019-08-31,,"Akage no An","Akage no An",https://www.imdb.com/title/tt0078560/,Série de TV,7.7,24,1979,"Animação, Drama, Família, Romance",2208,1979-01-07,
358,tt0498443,2019-08-31,2019-08-31,,"Paradise Kiss","Paradise Kiss",https://www.imdb.com/title/tt0498443/,Série de TV,7.7,23,2005,"Animação, Comédia, Drama, Romance",2235,2005-10-13,
359,tt0813971,2019-08-31,2019-08-31,,"Witchblade","Witchblade",https://www.imdb.com/title/tt0813971/,Série de TV,6.9,30,2006,"Animação, Ação, Aventura, Drama, Terror, Ficção científica",1670,2006-04-05,
360,tt1161669,2019-08-31,2019-08-31,,"Kaze no stigma","Kaze no stigma",https://www.imdb.com/title/tt1161669/,Série de TV,7.1,24,2007,"Animação, Ação, Comédia, Fantasia, Romance",1950,2007-04-12,
361,tt2789238,2019-08-31,2019-08-31,,"Strike the Blood","Strike the Blood",https://www.imdb.com/title/tt2789238/,Série de TV,6.9,24,2013,"Animação, Ação, Comédia, Fantasia, Romance",1924,2013-10-04,
362,tt0218775,2019-08-31,2019-08-31,,"Monster Farm: Enbanseki no himitsu","Monster Farm: Enbanseki no himitsu",https://www.imdb.com/title/tt0218775/,Série de TV,6.9,,1999,"Animação, Ação, Aventura, Comédia, Drama, Família, Fantasia, Ficção científica",1590,2000-07-08,
363,tt1196094,2019-08-31,2019-08-31,,"Yu-Gi-Oh! 5D's","Yûgiô: 5D's",https://www.imdb.com/title/tt1196094/,Série de TV,7.0,,2008,"Animação, Ação, Aventura, Fantasia, Ficção científica",2119,2008-04-02,
364,tt0088109,2019-08-31,2019-08-31,,"Detetive Holmes","Meitantei Holmes",https://www.imdb.com/title/tt0088109/,Série de TV,7.5,24,1984,"Animação, Ação, Aventura, Comédia, Policial, Família, Mistério",1704,1984-11-06,
365,tt0243694,2019-08-31,2019-08-31,,"Digimon","Dejimon adobenchâ 02",https://www.imdb.com/title/tt0243694/,Série de TV,7.4,30,2000,"Animação, Ação, Aventura, Comédia, Policial, Drama, Família, Fantasia, Ficção científica, Suspense",2119,,
366,tt1214373,2019-08-31,2019-08-31,,"Itazura na Kiss","Itazura na Kiss",https://www.imdb.com/title/tt1214373/,Série de TV,7.3,24,2008,"Animação, Comédia, Drama, Romance",1869,2008-04-04,
367,tt1224144,2019-08-31,2019-08-31,,"Katei Kyoshi Hitman Reborn!","Katei Kyoshi Hitman Reborn!",https://www.imdb.com/title/tt1224144/,Série de TV,7.6,,2006,"Animação, Ação, Comédia, Fantasia",1840,2006-10-07,
368,tt0878230,2019-08-31,2019-08-31,,"Black Blood Brothers","Black Blood Brothers",https://www.imdb.com/title/tt0878230/,Série de TV,6.8,,2006,"Animação, Ação, Comédia, Fantasia, Terror",1299,2006-09-08,
369,tt0122336,2019-08-31,2019-08-31,,"Captain Future","Captain Future",https://www.imdb.com/title/tt0122336/,Série de TV,7.9,30,1978,"Animação, Aventura, Ficção científica",1640,1978-11-07,
370,tt0387724,2019-08-31,2019-08-31,,"Blue Gender","Blue Gender",https://www.imdb.com/title/tt0387724/,Série de TV,7.2,23,1999,"Animação, Ação, Aventura, Drama, Fantasia, Terror, Ficção científica",1373,1999-10-07,
371,tt0953916,2019-08-31,2019-08-31,,"Air Gear","Air Gear",https://www.imdb.com/title/tt0953916/,Série de TV,7.1,25,2006,"Animação, Ação, Comédia, Esportes",1486,2006-04-04,
372,tt0809815,2019-08-31,2019-08-31,,"Tenjho Tenge","Tenjô tenge",https://www.imdb.com/title/tt0809815/,Série de TV,6.8,23,2004,"Animação, Ação, Comédia, Drama, Romance",1405,2004-04-01,
373,tt3981938,2019-08-31,2019-08-31,,"Shingeki no Bahamut: Genesis","Shingeki no Bahamut: Genesis",https://www.imdb.com/title/tt3981938/,Série de TV,7.3,24,2014,"Animação, Ação, Aventura, Fantasia",1759,2014-09-01,
374,tt9522300,2019-08-31,2019-08-31,,"Kaguya-Sama: Love is War","Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunô sen ~",https://www.imdb.com/title/tt9522300/,Série de TV,8.5,24,2019,"Animação, Comédia, Romance, Suspense",22979,2019-09-05,
375,tt0872301,2019-08-31,2019-08-31,,"Aa Megamisama","Aa Megamisama",https://www.imdb.com/title/tt0872301/,Série de TV,7.2,25,2005,"Animação, Comédia, Drama, Fantasia, Romance",1270,2005-01-06,
376,tt0307427,2019-08-31,2019-08-31,,"Scryed","Scryed",https://www.imdb.com/title/tt0307427/,Série de TV,6.9,629,2001,"Animação, Ação, Aventura, Fantasia, Ficção científica",1197,2001-07-04,
377,tt2070571,2019-08-31,2019-08-31,,"X-Men","X-Men",https://www.imdb.com/title/tt2070571/,Minissérie de televisão,6.8,23,2011,"Animação, Ação, Ficção científica",2644,2011-04-01,
378,tt0220218,2019-08-31,2019-08-31,,"Cyber City Oedo 808","Saibâ shiti Oedo 808",https://www.imdb.com/title/tt0220218/,Minissérie de televisão,7.5,40,1990,"Animação, Ação, Aventura, Policial, Terror, Ficção científica, Suspense",2507,1990-06-21,
379,tt3127798,2019-08-31,2019-08-31,,"Corpse Party: Tortured Souls","Corpse Party: Tortured Souls",https://www.imdb.com/title/tt3127798/,Minissérie de televisão,6.3,29,2013,"Animação, Terror, Mistério, Suspense",2587,2013-07-24,
380,tt0088863,2019-08-31,2019-08-31,,"Bubblegum Crisis","Baburugamu kuraishisu",https://www.imdb.com/title/tt0088863/,Minissérie de televisão,7.3,25,1987,"Animação, Ação, Fantasia, Ficção científica, Suspense",1877,1987-02-25,
381,tt1634165,2019-08-31,2019-08-31,,"B-gata H-kei","B-gata H-kei",https://www.imdb.com/title/tt1634165/,Minissérie de televisão,7.1,25,2010,"Animação, Comédia, Drama, Romance",1755,2010-04-01,
382,tt4623042,2019-08-31,2019-08-31,,"Yamada-kun and the Seven Witches","Yamada-kun to 7-nin no Majo",https://www.imdb.com/title/tt4623042/,Série de TV,7.2,24,2014,"Animação, Comédia, Fantasia, Romance",2841,2015-04-12,
383,tt0427531,2019-08-31,2019-08-31,,"Mezo forute","Mezo forute",https://www.imdb.com/title/tt0427531/,Minissérie de televisão,6.7,80,2000,"Animação, Ação, Comédia, Policial, Ficção científica, Suspense",1638,2000-05-25,
384,tt0278926,2019-08-31,2019-08-31,,"Ao no roku go","Ao no roku go",https://www.imdb.com/title/tt0278926/,Minissérie de televisão,6.7,,1998,"Animação, Ação, Ficção científica",1353,1998-10-25,
385,tt4431276,2019-09-01,2019-09-01,,"Magi: Adventure of Sinbad","Magi: Shindobaddo no bôken",https://www.imdb.com/title/tt4431276/,Minissérie de televisão,7.4,24,2016,"Animação, Aventura, Fantasia",2657,2016-04-16,
386,tt2294048,2019-09-02,2019-09-02,,"Zetsuen No Tempest","Zetsuen No Tempest",https://www.imdb.com/title/tt2294048/,Série de TV,7.4,25,2012,"Animação, Ação, Fantasia, Mistério",1699,2012-10-05,
387,tt2902582,2019-09-22,2019-09-22,,"Danganronpa: Kibô no gakuen to zetsubô no kôkôsei - The animation","Danganronpa: Kibô no gakuen to zetsubô no kôkôsei - The animation",https://www.imdb.com/title/tt2902582/,Série de TV,6.8,25,2013,"Animação, Ação, Policial, Família, Mistério, Suspense",3561,2013-07-04,
388,tt0435033,2019-10-19,2019-10-19,,"Hunter x Hunter: Greed Island","Hunter x Hunter: Greed Island",https://www.imdb.com/title/tt0435033/,Minissérie de televisão,8.4,22,2003,"Animação, Curta-Metragem, Ação, Aventura, Ficção científica",1822,2008-08-27,
389,tt5095466,2019-10-19,2019-10-19,,"Gakusen toshi asterisk","Gakusen toshi asterisk",https://www.imdb.com/title/tt5095466/,Série de TV,6.8,23,2015,"Animação, Ação, Comédia, Fantasia, Romance, Ficção científica",2704,2015-10-03,
390,tt5701624,2019-10-21,2019-10-21,,"Sakamoto desu ga?","Sakamoto desu ga?",https://www.imdb.com/title/tt5701624/,Minissérie de televisão,7.1,24,2016,"Animação, Comédia",2824,2016-04-08,
391,tt6455986,2019-10-26,2019-10-26,,"Yojo Senki: Saga of Tanya the Evil","Yojo Senki: Saga of Tanya the Evil",https://www.imdb.com/title/tt6455986/,Série de TV,7.6,24,2017,"Animação, Ação, Aventura, Fantasia, Guerra",4722,2017-01-06,
392,tt9058134,2019-12-16,2019-12-16,,"Kengan Ashura","Kengan Ashura",https://www.imdb.com/title/tt9058134/,Série de TV,7.9,,2019,"Animação, Ação, Esportes",8025,2019-07-31,
393,tt7978710,2019-12-20,2019-12-20,,"Sword Art Online Alternative: Gun Gale Online","Sword Art Online Alternative: Gun Gale Online",https://www.imdb.com/title/tt7978710/,Série de TV,6.8,24,2018,"Animação, Ação, Aventura, Comédia, Drama, Fantasia, Ficção científica",2969,2018-04-08,
394,tt7484994,2019-12-24,2019-12-24,,"Kujira no kora wa sajô ni utau","Kujira no kora wa sajô ni utau",https://www.imdb.com/title/tt7484994/,Minissérie de televisão,7.0,24,2017,"Animação, Drama, Fantasia, Mistério, Ficção científica",1912,2017-10-08,
395,tt0159208,2019-12-24,2019-12-24,,"City Hunter","City Hunter",https://www.imdb.com/title/tt0159208/,Série de TV,7.7,24,1987,"Animação, Ação, Comédia, Policial, Mistério, Romance",1710,1987-04-06,
396,tt0296319,2019-12-24,2019-12-24,,"Super Campeões","Captain Tsubasa J",https://www.imdb.com/title/tt0296319/,Série de TV,7.6,24,1994,"Animação, Drama, Família, Romance, Esportes",1859,1994-10-21,
397,tt0169473,2019-12-24,2019-12-24,,"Mazinger Z","Majingâ Zetto",https://www.imdb.com/title/tt0169473/,Série de TV,7.8,30,1972,"Ação, Animação, Ficção científica",1623,1972-12-03,
398,tt0366848,2019-12-24,2019-12-24,,"Onegai Teacher","Onegai Teacher",https://www.imdb.com/title/tt0366848/,Série de TV,6.9,25,2002,"Animação, Comédia, Romance, Ficção científica",1289,2002-01-10,
399,tt1945730,2019-12-24,2019-12-24,,"Katanagatari","Katanagatari",https://www.imdb.com/title/tt1945730/,Minissérie de televisão,7.8,50,2010,"Animação, Ação, Aventura, Comédia, Drama, Romance",1675,2010-01-25,
400,tt2269368,2019-12-24,2019-12-24,,"Hagure Yusha no Aestetica","Hagure Yusha no Aestetica",https://www.imdb.com/title/tt2269368/,Série de TV,6.8,23,2012,"Animação, Ação, Fantasia",2231,2012-07-06,
401,tt9307686,2020-01-02,2020-01-02,,"Fire Force","Enen no Shôbôtai",https://www.imdb.com/title/tt9307686/,Série de TV,7.6,23,2019,"Animação, Ação, Drama, Fantasia",12818,2019-07-05,
402,tt3532752,2020-01-03,2020-01-03,,"Trinity Seven: 7-nin no Masho Tsukai","Trinity Seven: 7-nin no Masho Tsukai",https://www.imdb.com/title/tt3532752/,Série de TV,6.7,24,2014,"Animação, Ação, Comédia, Fantasia, Romance",3029,2014-09-01,
